gh_team_size,gh_num_issue_comments,gh_num_commit_comments,gh_num_pr_comments,git_diff_src_churn,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,gh_diff_tests_added,gh_diff_tests_deleted,gh_diff_src_files,gh_diff_doc_files,gh_diff_other_files,tr_log_num_tests_ok,tr_log_num_tests_failed,tr_log_num_tests_run,tr_log_num_tests_skipped,tr_log_testduration,gh_test_lines_per_kloc,gh_test_cases_per_kloc,gh_asserts_cases_per_kloc,gh_description_complexity,tr_jobs,gh_num_commits_on_files_touched,gh_sloc,tr_log_setup_time,tr_log_buildduration,gh_is_pr,tr_log_bool_tests_ran,tr_log_bool_tests_failed,gh_by_core_team_member,tr_duration
5,,0,,7,16,0,0,3,0,0,3,0,0,,,,,,1051.11561866126,1.21703853955375,5.27383367139959,,"[89486954, 89486959, 89486960, 89486961, 89486966, 89486968, 89486969, 89486970, 89486971]",25,2465,1,,false,false,,true,981
6,,0,,15,20,1,0,1,0,0,2,0,0,,,,,,667.815299793246,0.689179875947622,0.689179875947622,,"[2253770, 2253771, 2253772, 2253773, 2253769, 2253768]",222,1451,,,false,false,,true,818
5,,0,,78,6,0,0,7,0,0,7,0,0,,,,,,675.261324041812,0.696864111498258,0.696864111498258,,"[2436925, 2436921, 2436924, 2436920, 2436922, 2436923]",421,1435,,,false,false,,true,856
5,2,0,0,28,0,0,0,3,0,0,3,0,0,,,,,,992.268041237113,1.28865979381443,5.58419243986254,244.0,"[35173276, 35173277, 35173278, 35173279, 35173280, 35173281, 35173282]",466,2328,,,true,false,,true,1672
6,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,699.520876112252,0.684462696783025,0.684462696783025,,"[2988159, 2988161, 2988160, 2988158, 2988157, 2988156]",16,1461,,,false,false,,true,703
7,,0,,16,0,0,0,3,0,0,3,0,0,,,,,,698.564593301435,0.683526999316473,0.683526999316473,,"[3232670, 3232667, 3232672, 3232668, 3232669, 3232671]",91,1463,,,false,false,,false,574
5,,0,,10,0,0,0,5,0,0,4,0,0,,,,,,1036.97683868346,1.21901665989435,5.28240552620886,,"[59401818, 59401819, 59401820, 59401821, 59401822, 59401823, 59401824, 59401825, 59401826]",426,2461,0,,false,false,,true,1240
6,,0,,25,0,0,0,4,0,0,4,0,0,,,,,,661.882893226177,1.14810562571757,1.72215843857635,,"[7255061, 7255062, 7255059, 7255060, 7255056, 7255057, 7255058]",468,1742,,,false,false,,true,979
5,,0,,16,8,1,0,2,0,0,3,0,0,,,,,,1053.95537525355,1.21703853955375,5.27383367139959,,"[94272818, 94272819, 94272820, 94272821, 94272822, 94272823, 94272824, 94272825, 94272826]",449,2465,1,,false,false,,true,1066
6,,0,,4,0,0,0,1,0,0,1,0,0,,,,,,700.615556799105,1.11919418019026,2.23838836038053,,"[8292988, 8292989, 8292987, 8292985, 8292986, 8292984, 8292983]",130,1787,,,false,false,,true,667
6,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,700.615556799105,1.11919418019026,2.23838836038053,,"[8293205, 8293206, 8293204, 8293201, 8293203, 8293202, 8293200]",98,1787,,,false,false,,true,639
5,,0,,101,34,3,0,5,0,0,8,0,0,,,,,,1049.23939151321,1.20096076861489,5.20416333066453,,"[98201641, 98201642, 98201645, 98201647, 98201652, 98201658, 98201662, 98201668, 98201674]",412,2498,1,,false,false,,true,5509
5,,2,,8,0,0,0,3,0,0,3,0,0,,,,,,1036.97683868346,1.21901665989435,5.28240552620886,,"[64583723, 64583725, 64583727, 64583729, 64583730, 64583731, 64583732, 64583733, 64583734]",593,2461,0,,false,false,,true,1202
5,,0,,0,0,0,0,1,0,0,0,0,1,,,,,,1044.22310756972,1.19521912350598,5.1792828685259,,"[101089590, 101089591, 101089592, 101089593, 101089594, 101089595, 101089596, 101089597, 101089598]",22,2510,0,,false,false,,true,590
5,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,1044.22310756972,1.19521912350598,5.1792828685259,46.0,"[101093938, 101093939, 101093940, 101093941, 101093942, 101093943, 101093944, 101093945, 101093946]",23,2510,0,,true,false,,true,863
5,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,1044.22310756972,1.19521912350598,5.1792828685259,46.0,"[101093938, 101093939, 101093940, 101093941, 101093942, 101093943, 101093944, 101093945, 101093946]",23,2510,0,,true,false,,true,863
6,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,696.329254727475,1.11234705228031,2.22469410456062,,"[9243907, 9243906, 9243908, 9243903, 9243904, 9243902, 9243905]",41,1798,,,false,false,,true,734
6,,0,,6,0,0,0,4,0,0,3,0,0,,,,,,696.329254727475,1.11234705228031,2.22469410456062,,"[9244128, 9244127, 9244129, 9244126, 9244123, 9244125, 9244124]",207,1798,,,false,false,,true,703
6,,0,,2,5,0,0,2,0,0,2,0,0,,,,,,696.885428253615,1.11234705228031,2.22469410456062,,"[9605231, 9605232, 9605230, 9605227, 9605229, 9605228, 9605226]",142,1798,,,false,false,,true,744
5,0,0,0,18,0,0,0,1,0,0,1,0,0,,,,,,1134.56989916594,25.6442176023901,76.4347068343085,20.0,"[103711562, 103711563]",2,8033,4,,true,false,,true,12
5,0,0,0,1475,277,0,14,3,0,0,15,0,2,,,,,,500.753579502638,4.52147701582517,42.2004521477016,6.0,[10953057],37,2654,,0.0,true,false,,true,117
9,4,0,19,0,33,0,0,5,0,0,4,0,1,,,,,,1194.61999675903,13.9361529735861,88.3163182628423,145.0,"[67925385, 67925386]",103,6171,0,72.0,true,false,,false,189
5,,0,,362,0,0,0,1,0,0,1,0,0,,,,,,767.569310122502,8.38168923275306,51.5796260477112,,[21221738],2,3102,,0.0,false,false,,true,134
8,,0,,5,0,0,0,3,0,0,1,0,2,,,,,,1150.3209700428,13.9087018544936,86.4835948644793,,[47851674],67,5608,3,,false,false,,true,5
8,2,0,4,447,342,5,0,14,0,6,19,0,1,,,,,,1153.81944444444,14.5833333333333,86.4583333333333,72.0,[49258639],116,5760,0,13.8,true,false,,true,88
6,0,0,0,2,0,0,0,1,0,0,1,0,0,,,,,,967.872570194384,12.9589632829374,56.695464362851,5.0,[31480094],5,3704,,43.85,true,false,,false,89
9,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,22.883295194508,0.0,0.240876791521137,,"[125803517, 125803519, 125803520]",135,8303,1,,false,false,,false,495
12,,0,,13,0,0,0,3,0,0,3,0,0,,,,,,1535.62653562654,173.628173628174,285.831285831286,,"[195474, 195476, 195472, 195475, 195473]",133,1221,,,false,false,,true,978
11,,0,,0,2,0,0,1,0,0,1,0,0,,,,,,1709.726443769,196.048632218845,325.227963525836,,"[312407, 312399, 312400, 312397, 312398]",34,1316,,,false,false,,true,1086
11,4,0,0,26,0,0,0,2,0,0,2,0,0,,,,,,1815.45608108108,207.77027027027,342.483108108108,4.0,"[11186327, 11186329, 11186332, 11186334, 11186335]",86,2368,,,true,false,,true,467
12,,0,,5081,262,0,0,95,0,0,93,0,2,,,,,,42.1040620721132,4.67822911912369,5.24874486535828,,"[38215544, 38215545, 38215546, 38215547, 38215548]",1165,8764,,,false,false,,false,565
11,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,1920.69392812887,216.02643535729,353.572903758777,,"[12208570, 12208571, 12208572, 12208573]",7,2421,,,false,false,,true,392
11,1,0,0,8,7,0,0,2,0,0,2,0,0,,,,,,1988.50102669405,224.640657084189,361.806981519507,65.0,"[12402067, 12402068, 12402069, 12402070]",47,2435,,,true,false,,true,361
11,,1,,52,0,0,0,2,0,0,2,0,0,,,,,,43.8089871812931,5.77546133258205,6.47978588533596,,"[13827768, 13827769, 13827770, 13827771]",452,7099,,,false,false,,true,740
12,0,0,0,2,0,0,0,1,0,0,1,0,0,,,,,,1922.92777508483,223.460979156568,361.124575860397,10.0,"[5267343, 5267345, 5267349, 5267348, 5267347, 5267346, 5267344, 5267341, 5267340, 5267342, 5267339]",117,2063,,,true,false,,true,1041
12,,0,,2,225,0,1,2,0,0,2,0,1,,,,,,2109.69044414536,244.279946164199,409.152086137281,,"[1114605, 1114604, 1114607, 1114599, 1114606, 1114603, 1114601, 1114600, 1114602, 1114608]",125,1486,,,false,false,,true,461
12,,0,,31,23,0,0,4,0,0,4,0,0,,,,,,2106.95187165775,243.983957219251,407.754010695187,,"[1148015, 1148013, 1148014, 1148017, 1148012, 1148011, 1148016, 1148010, 1148009, 1148008]",243,1496,,,false,false,,true,616
11,,0,,5,6,0,0,3,0,0,3,0,0,,,,,,1935.42168674699,224.578313253012,360.481927710843,,"[5850992, 5850987, 5850991, 5850990, 5850989, 5850988, 5850983, 5850982, 5850986, 5850984, 5850985]",456,2075,,,false,false,,true,867
12,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,2085.625,238.125,400.0,,"[1737921, 1737919, 1737920, 1737923, 1737918, 1737922, 1737917, 1737915, 1737916, 1737914]",64,1600,,,false,false,,true,444
12,,2,,9,0,0,0,3,0,0,3,0,0,,,,,,2052.34327449787,233.718807060256,395.009129640901,,"[1966829, 1966827, 1966828, 1966825, 1966824, 1966830, 1966822, 1966823, 1966831, 1966826]",398,1643,,,false,false,,true,443
11,,0,,5,0,0,0,2,0,0,2,0,0,,,,,,1926.01319509896,222.902921771913,362.39396795476,,"[6492328, 6492332, 6492331, 6492330, 6492329, 6492325, 6492326, 6492327, 6492324, 6492323, 6492322]",278,2122,,,false,false,,true,786
11,14,0,0,41,69,0,0,3,0,0,3,0,0,,,,,,1910.87443946188,216.367713004484,346.412556053812,247.0,"[2882767, 2882773, 2882771, 2882768, 2882769, 2882764, 2882766, 2882772, 2882770, 2882765]",100,1784,,,true,false,,true,946
11,,0,,30,35,0,0,7,0,0,7,0,0,,,,,,1999.4562262099,231.10386079391,373.572593800979,,"[3079196, 3079189, 3079192, 3079188, 3079194, 3079197, 3079195, 3079193, 3079190, 3079191]",362,1839,,,false,false,,true,587
12,,0,,15,0,0,0,1,0,0,1,0,0,,,,,,1929.05081495686,223.394055608821,358.581016299137,,"[4150795, 4150794, 4150790, 4150791, 4150799, 4150798, 4150797, 4150796, 4150793, 4150792]",212,2086,,,false,false,,true,5
12,,0,,1,0,0,0,1,0,0,1,0,0,,,,,,1929.05081495686,223.394055608821,358.581016299137,,"[4190915, 4190914, 4190913, 4190912, 4190911, 4190909, 4190908, 4190907, 4190910, 4190906]",67,2086,,,false,false,,true,2
11,,0,,30,32,0,0,5,0,0,5,0,0,,,,,,1786.31051752922,202.838063439065,339.315525876461,,"[8717689, 8717688, 8717686, 8717687, 8717685]",213,2396,,,false,false,,true,434
1,,0,,29,0,0,0,3,0,0,3,0,0,,,,,,0.0,0.0,0.0,,"[10331295, 10331296]",106,456,,,false,false,,true,33
2,,0,,0,4,0,0,1,0,0,1,0,0,,,,,,442.105263157895,85.5263157894737,105.263157894737,,"[365179, 365180, 365182, 365181]",3,760,,,false,false,,true,205
1,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,492.1875,96.3541666666667,115.885416666667,,"[3166405, 3166402, 3166403, 3166404]",77,768,,,false,false,,true,93
6,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,324.091420007493,2.06069689022106,79.4304983139753,,"[18657893, 18657894, 18657895, 18657896, 18657897, 18657898]",49,5338,,,false,false,,true,3047
5,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,371.299871299871,2.35950235950236,89.2320892320892,,"[10355260, 10355261, 10355258, 10355259]",30,4662,,,false,false,,true,1235
6,,0,,0,0,1,0,0,0,0,0,0,1,,,,,,332.235701906412,2.07972270363951,79.3760831889081,,"[27220768, 27220769, 27220770, 27220771, 27220772, 27220773, 27220774, 27220775]",0,5770,,,false,false,,true,3874
3,,0,,25,0,2,2,1,0,0,4,0,1,,,,,,256.91573926868,3.81558028616852,61.3672496025437,,"[161944, 161943]",30,3145,,,false,false,,true,240
4,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,256.434699714013,3.49539243724182,61.0104861773117,,"[270212, 270213, 270211, 270214]",5,3147,,,false,false,,true,747
4,,0,,23,0,0,0,2,0,0,2,0,0,,,,,,257.767913760304,3.48763474952441,61.5091946734306,,"[278613, 278609, 278608, 278610, 278611, 278612]",184,3154,,,false,false,,true,1219
5,,0,,0,5,0,0,1,0,0,1,0,0,,,,,,369.210977701544,2.35849056603774,90.6946826758147,,"[11184499, 11184500, 11184501, 11184502]",24,4664,,,false,false,,true,1104
5,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,369.290156551576,2.35899635427836,90.7141325327043,,"[11276491, 11276492, 11276493, 11276494]",23,4663,,,false,false,,true,1547
5,,0,,19,32,1,0,2,0,0,3,0,0,,,,,,365.158090514569,0.4649721016739,86.0198388096714,,"[81335731, 81335732, 81335733, 81335734, 81335735, 81335736, 81335737, 81335738, 81335739]",443,6452,1,,false,false,,true,1750
4,,0,,0,0,0,0,1,0,0,0,0,1,,,,,,268.494055482166,3.63276089828269,64.0686922060766,,"[484931, 484930, 484929, 484928, 484927, 484926]",28,3028,,,false,false,,true,1263
4,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,268.494055482166,3.63276089828269,64.0686922060766,,"[502074, 502073, 502071, 502070, 502072, 502069]",34,3028,,,false,false,,true,1440
4,,0,,5,0,0,0,1,0,0,1,0,0,,,,,,266.995073891626,3.61247947454844,63.7110016420361,,"[506738, 506739, 506734, 506737, 506736, 506735]",9,3045,,,false,false,,true,1137
5,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,265.686274509804,3.59477124183007,63.3986928104575,,"[511420, 511416, 511418, 511415, 511419, 511417]",24,3060,,,false,false,,true,1132
5,,0,,4,0,0,0,1,0,0,1,0,0,,,,,,263.875365141188,3.5702693930542,62.9665692956832,,"[516331, 516334, 516337, 516338, 516329, 516336]",44,3081,,,false,false,,true,1805
5,,0,,32,0,0,0,3,0,0,3,0,0,,,,,,264.046768431309,3.57258850276064,63.0074699577785,,"[517092, 517090, 517089, 517088, 517087, 517091]",48,3079,,,false,false,,true,1128
5,,0,,4,0,0,0,1,0,0,1,0,0,,,,,,262.766645119586,3.55526826115061,62.7020038784745,,"[529701, 529706, 529702, 529705, 529703, 529704]",29,3094,,,false,false,,true,1119
5,,0,,1,0,0,0,1,0,0,1,0,0,,,,,,260.911424903723,3.53016688061617,62.2593068035943,,"[530553, 530554, 530556, 530555, 530557, 530552]",48,3116,,,false,false,,true,1183
5,,0,,7,0,0,0,2,0,0,2,0,0,,,,,,260.66046809875,3.52677140109009,62.1994228919526,,"[532532, 532530, 532529, 532528, 532531, 532527]",53,3119,,,false,false,,true,1329
5,,0,,0,0,0,0,4,0,0,0,4,0,,,,,,260.66046809875,3.52677140109009,62.1994228919526,,"[540055, 540052, 540054, 540051, 540050, 540053]",166,3119,,,false,false,,true,1961
5,,0,,37,95,1,0,25,0,0,23,3,0,,,,,,257.498404594767,3.50989151244416,61.9017230376516,,"[573364, 573365, 573361, 573363, 573362, 573360]",342,3134,,,false,false,,true,1436
5,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,261.577770680294,3.51325455126158,61.9610348131587,,"[584604, 584608, 584605, 584607, 584603, 584606]",29,3131,,,false,false,,true,1610
5,,0,,7,0,0,0,2,0,0,2,0,0,,,,,,261.577770680294,3.51325455126158,61.9610348131587,,"[584901, 584905, 584903, 584902, 584900, 584904]",54,3131,,,false,false,,true,1368
5,,0,,6,0,0,0,1,0,0,1,0,0,,,,,,260.28596440035,3.20980449372629,62.1534870148818,,"[598938, 598939, 598937, 598940, 598941, 598942]",3,3427,,,false,false,,true,1366
6,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,286.685419596812,2.57852789498359,66.3384903891233,,"[5106267, 5106268, 5106269, 5106266]",226,4266,,,false,false,,true,1115
5,,0,,23,0,0,0,2,0,0,2,0,0,,,,,,260.514018691589,3.21261682242991,62.2079439252336,,"[604064, 604061, 604063, 604060, 604059, 604062]",214,3424,,,false,false,,true,1107
5,,0,,353,0,3,0,3,0,0,6,0,0,,,,,,260.514018691589,3.21261682242991,62.2079439252336,,"[604847, 604851, 604850, 604848, 604849, 604846]",40,3424,,,false,false,,true,1513
5,,0,,9,0,0,0,4,0,0,4,0,0,,,,,,260.514018691589,3.21261682242991,62.2079439252336,,"[609216, 609215, 609214, 609212, 609211, 609213]",85,3424,,,false,false,,true,1649
5,,0,,56,0,0,1,3,0,0,2,2,0,,,,,,255.069980005713,3.14195944015995,60.8397600685518,,"[619970, 619969, 619965, 619967, 619966, 619968]",162,3501,,,false,false,,true,1274
5,,0,,0,6,0,0,2,0,0,2,0,0,,,,,,255.069980005713,3.14195944015995,60.8397600685518,,"[633470, 633471, 633467, 633469, 633468, 633466]",61,3501,,,false,false,,true,1400
5,,0,,49,33,2,0,8,0,0,9,0,1,,,,,,256.242905788876,3.12145289443814,61.0102156640182,,"[634748, 634746, 634744, 634747, 634749, 634745]",280,3524,,,false,false,,true,1075
5,,0,,11,0,0,0,3,0,0,3,0,0,,,,,,256.090651558074,3.11614730878187,60.9065155807365,,"[638226, 638225, 638227, 638228, 638224, 638223]",235,3530,,,false,false,,true,1384
5,,0,,16,12,0,0,8,0,0,8,0,0,,,,,,261.71654432524,3.1055900621118,62.111801242236,,"[649934, 649933, 649931, 649936, 649935, 649932]",285,3542,,,false,false,,true,1721
5,,0,,0,0,0,0,1,0,0,0,0,1,,,,,,259.663865546219,3.0812324929972,61.624649859944,,"[669866, 669863, 669865, 669862, 669861, 669864]",2,3570,,,false,false,,true,1601
5,,0,,0,0,0,0,1,0,0,0,0,1,,,,,,259.663865546219,3.0812324929972,61.624649859944,,"[669866, 669863, 669865, 669862, 669861, 669864]",2,3570,,,false,false,,true,1601
5,,0,,0,0,0,0,1,0,0,0,1,0,,,,,,259.373251259093,3.07778399552322,61.5556799104645,,"[708554, 708555, 708553, 708552, 708551, 708556]",39,3574,,,false,false,,true,1486
5,,0,,17,0,0,0,4,0,0,4,0,0,,,,,,326.970326970327,2.07900207900208,80.1360801360801,,"[23106332, 23106333, 23106334, 23106335, 23106336, 23106337]",410,5291,,,false,false,,true,3244
5,,0,,0,0,0,0,3,0,0,0,3,0,,,,,,326.970326970327,2.07900207900208,80.1360801360801,,"[23198721, 23198722, 23198723, 23198724, 23198725, 23198726]",28,5291,,,false,false,,true,3361
7,,0,,287,3,1,2,18,0,0,18,3,1,,,,,,287.256512555738,2.58155362590941,66.4163341938512,,"[5132418, 5132419, 5132416, 5132417]",654,4261,,,false,false,,true,1027
7,3,0,0,84,0,2,0,8,0,0,6,2,2,,,,,,284.982537834692,2.56111757857974,65.8905704307334,6.0,"[5138876, 5138877, 5138875, 5138878]",360,4295,,,true,false,,true,1103
7,,0,,0,2,0,0,1,0,0,1,0,0,,,,,,287.256512555738,2.58155362590941,66.4163341938512,,"[5139240, 5139242, 5139241, 5139239]",5,4261,,,false,false,,true,1055
7,,0,,0,0,0,0,1,0,0,0,0,1,,,,,,287.256512555738,2.58155362590941,66.4163341938512,,"[5158580, 5158581, 5158579, 5158578]",34,4261,,,false,false,,true,856
7,1,0,0,6,0,0,0,3,0,0,2,0,1,,,,,,287.808282922289,2.55932992089344,66.0772452303397,10.0,"[5408210, 5408209, 5408212, 5408211]",161,4298,,,true,false,,true,979
5,,0,,8,0,0,0,2,0,0,2,0,0,,,,,,262.119967132293,3.01287318542865,60.5313612708847,,"[813089, 813094, 813093, 813092, 813091, 813090]",63,3651,,,false,false,,true,2153
6,,0,,4,0,0,0,1,0,0,1,0,0,,,,,,342.10005932371,2.17520268934151,83.8441763891635,,"[14653308, 14653309, 14653310, 14653311]",16,5057,,,false,false,,true,1958
7,,0,,6,0,0,0,1,0,0,1,0,0,,,,,,343.377557904205,2.47357769282662,82.0778052619744,,"[5838969, 5838966, 5838968, 5838967, 5838964, 5838962]",28,4447,,,false,false,,true,1678
6,,0,,0,0,0,0,1,0,0,0,0,1,,,,,,328.086478285606,2.08609899487958,80.4096339844491,,"[16144546, 16144547, 16144548, 16144549]",45,5273,,,false,false,,true,1853
6,,0,,0,0,0,0,1,0,0,0,0,1,,,,,,328.086478285606,2.08609899487958,80.4096339844491,,"[16161493, 16161494, 16161495, 16161496, 16161497, 16161498]",46,5273,,,false,false,,true,2280
4,,0,,2,8,0,0,4,0,0,3,1,0,,,,,,239.637305699482,2.84974093264249,55.9585492227979,,"[1495640, 1495639, 1495642, 1495643, 1495644, 1495641]",101,3860,,,false,false,,true,1039
4,,0,,0,0,0,0,1,0,0,0,0,1,,,,,,237.544940934771,2.82485875706215,55.4699537750385,,"[1663818, 1663819, 1663821, 1663820]",33,3894,,,false,false,,true,790
4,,0,,10,0,0,0,4,0,0,1,3,0,,,,,,237.057919015889,2.81906714505382,55.3562275756023,,"[1711849, 1711851, 1711850, 1711848]",80,3902,,,false,false,,true,838
7,0,0,0,7,0,0,0,1,0,0,1,0,0,,,,,,342.991913746631,2.47079964061096,81.9856244384546,11.0,"[6180156, 6180152, 6180154, 6180153, 6180151, 6180155]",17,4452,,,true,false,,true,1494
7,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,342.837898518186,2.46969016614279,81.9488100583745,,"[6350812, 6350817, 6350815, 6350813, 6350814, 6350816]",217,4454,,,false,false,,true,1519
7,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,349.146530702727,2.43848370649523,83.5734870317003,,"[6386882, 6386872, 6386880, 6386881, 6386879, 6386878]",18,4511,,,false,false,,true,2075
7,,0,,224,56,0,0,152,0,0,140,0,11,,,,,,352.420959540128,2.43201414990051,83.5728498783993,,"[6529064, 6529060, 6529059, 6529061, 6529062, 6529063]",1516,4523,,,false,false,,true,1601
7,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,351.315498562901,2.43201414990051,83.5728498783993,,"[6599284, 6599280, 6599283, 6599279, 6599276, 6599282]",139,4523,,,false,false,,true,1744
7,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,351.393188854489,2.43255196815568,83.5913312693498,,"[6723256, 6723255, 6723254, 6723251, 6723252, 6723253]",62,4522,,,false,false,,true,1191
4,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,248.986828774063,2.78622087132725,57.2441742654509,,"[2477504, 2477503, 2477502, 2477501]",203,3948,,,false,false,,true,961
4,,0,,29,0,3,0,6,0,0,3,4,0,,,,,,248.609003540718,2.78199291856348,57.1573090541224,,"[2514068, 2514070, 2514071, 2514069]",153,3954,,,false,false,,true,807
6,,0,,0,0,0,0,1,0,0,0,0,1,,,,,,324.152145400037,2.06108300543376,79.445381300356,,"[17973901, 17973902, 17973903, 17973904, 17973905, 17973906]",48,5337,,,false,false,,true,2864
6,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,324.152145400037,2.06108300543376,79.445381300356,,"[18205203, 18205204, 18205205, 18205206, 18205207, 18205208]",65,5337,,,false,false,,true,3132
5,,0,,11,0,0,0,3,0,0,3,0,0,,,,,,248.797772715768,2.78410528980005,57.2007086813465,,"[2736599, 2736600, 2736597, 2736598]",34,3951,,,false,false,,true,1305
5,,2,,13,0,0,0,1,0,0,1,0,0,,,,,,248.797772715768,2.78410528980005,57.2007086813465,,"[2747765, 2747762, 2747761, 2747763]",8,3951,,,false,false,,true,874
5,,0,,25,0,1,0,5,0,0,3,2,1,,,,,,249.239350912779,2.78904665314402,57.3022312373225,,"[2799144, 2799143, 2799145, 2799142]",182,3944,,,false,false,,true,1016
5,,0,,0,0,0,0,1,0,0,0,1,0,,,,,,251.194367613779,2.76590394769927,57.3296454614031,,"[2899931, 2899930, 2899929, 2899928]",27,3977,,,false,false,,true,1027
7,1,0,0,17,0,0,0,5,0,0,2,1,2,,,,,,363.335539377895,2.42664901831017,86.256342378116,13.0,"[6816142, 6816141, 6816140, 6816138, 6816137, 6816139]",247,4533,,,true,false,,true,1412
7,0,0,0,4,0,0,0,1,0,0,1,0,0,,,,,,363.335539377895,2.42664901831017,86.256342378116,13.0,"[6816381, 6816376, 6816380, 6816379, 6816378, 6816377]",30,4533,,,true,false,,true,1367
7,,0,,1831,0,3,8,8,0,0,4,14,2,,,,,,363.415710503089,2.42718446601942,86.2753751103266,,"[6925968, 6925967, 6925964, 6925963, 6925965, 6925966]",407,4532,,,false,false,,true,1674
5,,3,,11,0,0,0,2,0,0,1,1,0,,,,,,266.699410609037,2.70137524557957,58.4479371316307,,"[3196684, 3196681, 3196682, 3196683]",21,4072,,,false,false,,true,888
5,,2,,0,0,1,0,1,0,0,0,1,0,,,,,,266.699410609037,2.70137524557957,58.4479371316307,,"[3196904, 3196903, 3196901, 3196902]",0,4072,,,false,false,,true,1038
5,,0,,0,0,0,0,2,0,0,0,0,2,,,,,,265.160815123987,2.70071200589246,57.9425484900565,,"[3745947, 3745948, 3745946, 3745945]",166,4073,,,false,false,,true,1138
5,2,0,0,47,29,0,0,5,0,0,3,0,2,,,,,,364.20233463035,0.46692607003891,86.0700389105058,58.0,"[62362222, 62362223, 62362224, 62362225, 62362226, 62362227, 62362228, 62362229, 62362230]",323,6425,3,,true,false,,true,3673
12,,0,,6,13,1,0,2,0,0,2,0,1,,,,,,161.194029850746,19.2585459797785,37.3615792007703,,"[44146783, 44146784, 44146785]",6,10385,8,,false,false,,false,92
12,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,161.812607779268,19.3523663537076,37.5550871814524,,"[44684138, 44684139, 44684140]",43,10438,6,,false,false,,false,73
11,,0,,4108,111,0,0,74,0,0,73,1,3,,,,,,161.57476403378,19.49826130154,39.7416790859414,,"[10740481, 10740480, 10740479, 10740478]",370,8052,,,false,false,,false,203
11,,0,,376,0,0,0,4,0,0,4,0,0,,,,,,162.609662671444,19.52304460645,39.6639070801928,,"[11436114, 11436115, 11436116, 11436117]",36,8093,,,false,false,,false,283
12,,0,,2,0,0,0,1,0,0,1,0,0,,,,,,159.724950884086,18.958742632613,37.1316306483301,,"[37307060, 37307061, 37307062]",9,10180,6,,false,false,,false,88
11,,0,,72,839,1,0,59,0,0,59,0,1,,,,,,165.477040209374,19.3909112538663,39.8524863192957,,"[11648975, 11648976, 11648977, 11648978]",120,8406,,,false,false,,false,213
11,,0,,0,0,0,0,1,0,0,0,0,1,,,,,,165.477040209374,19.3909112538663,39.8524863192957,,"[11659857, 11659858, 11659859, 11659860]",6,8406,,,false,false,,false,225
11,,0,,0,0,0,0,1,0,0,0,0,1,,,,,,165.477040209374,19.3909112538663,39.8524863192957,,"[11659857, 11659858, 11659859, 11659860]",6,8406,,,false,false,,false,225
12,0,0,0,2,0,0,0,1,0,0,1,0,0,,,,,,159.170202734559,19.0476190476191,36.8694012258369,56.0,"[46452813, 46452815, 46452817]",35,10605,8,,true,false,,true,89
12,0,0,1,6,0,0,0,1,0,0,1,0,0,,,,,,159.155195172544,19.0458231189893,36.8659249481426,56.0,"[46715451, 46715452, 46715453]",36,10606,7,,true,false,,true,81
12,,0,,4,0,0,0,1,0,0,1,0,0,,,,,,159.170202734559,19.0476190476191,36.8694012258369,,"[46882842, 46882843, 46882844]",48,10605,11,,false,false,,false,125
15,,0,,8,40,0,0,3,0,0,2,0,1,,,,,,162.897310513447,19.3561532192339,38.1010594947025,,"[28928819, 28928820, 28928821, 28928822]",18,9816,,,false,false,,false,148
13,,0,,7,0,0,0,3,0,0,1,0,2,,,,,,147.812727419746,18.1127193337107,33.8804883965392,,"[134621799, 134621800, 134621801, 134621802]",29,12367,5,,false,false,,false,192
13,,0,,0,0,0,0,1,0,0,0,0,1,,,,,,147.812727419746,18.1127193337107,33.8804883965392,,"[134623139, 134623140, 134623141, 134623142]",6,12367,5,,false,false,,false,172
13,,0,,123,17,4,0,0,0,0,2,0,2,,,,,,147.788983708301,18.3087664856478,33.8246702870442,,"[134839919, 134839920, 134839921, 134839922]",4,12890,4,,false,false,,false,178
